0,1,2
#fcfaf8,#dbad73,#702b1d
#8b965f,#cec6a9,#4c4c38
#180f10,#e3dbc7,#8c523e
#576579,#311c1c,#d1a58e
#1e2422,#eddac1,#9c7b50
#361618,#c7d4c0,#9b5f48
#8f5e58,#e0c9bc,#13131c
#784d3b,#23100d,#e2d4c4
0,0,0
#b6b598,#585126,#fbfbfb
#201e09,#a79a47,#7d552f
#e6cfc1,#311614,#a85f4b
#9c8c8a,#dddfe3,#623634
#74564d,#eff1f1,#64c2e6
#ebddd3,#3a2421,#997d72
0,0,0
#ecebec,#2f2630,#b67f63
#cfd2b4,#82726d,#2f1f1e
#d38792,#4c5255,#b0d4dd
#566d99,#1f214d,#4e4057
#696e66,#b2c4bd,#cfdbd8
#561814,#e4943e,#ac3f2b
#b83a1e,#e6bf70,#1f1212
#c36c3d,#f0b68d,#f5f5f7
#110f10,#7c6760,#c9bfb6
#493021,#bf9a5a,#f2eddd
#f3df17,#23232a,#b36e5f
#857474,#b8d6ea,#1c1a25
#afb3b4,#e3e3e3,#354653
#aaaa96,#1e2023,#8a4731
#08090a,#b0969b,#592d35
#05080f,#485b72,#b7cad6
#372c3f,#9e486e,#bcb4c2
#e4b065,#765d3e,#f1f0ec
#9c221a,#0e070a,#e0dcdb
0,0,0
#3078bb,#dbdee0,#917056
#c4051a,#190e0d,#c49483
#f3f5f6,#a6bdcc,#8e6c5f
#d7eaf4,#92c0dd,#04080d
#16100d,#b26e4a,#e5c386
#1d191c,#95554d,#bebdca
#bf635b,#f3f0ef,#1a292d
#764d54,#1e0e17,#d4b3a2
#e0e1d4,#b6b8ad,#8a7d75
#a28e91,#774849,#d2c4c1
#7b7b7b,#191b1f,#e9e4c3
#ac461a,#180b07,#e6b66c
#804943,#100c0a,#d9c5c1
#67503f,#fafaf9,#bda484
#b58e62,#e5d9c0,#4f3d2b
#0e0705,#e3b77c,#8c572f
#d8d7bb,#190906,#67504c
#edede9,#070605,#6f4540
#f0f0f0,#282929,#978d8e
#df4448,#e6e9f1,#4a3533
#7e7e83,#f5f5f4,#201b1e
#a14425,#d4c1bb,#340d08
#303031,#bab8b8,#fdfdfd
#c1a090,#edecf0,#7e372f
#a88569,#702f25,#e1d9cc
#cc9e59,#664d34,#d7dac9
#b36f38,#35190d,#dac8ac
#0b0b09,#8b8a89,#e6e6e3
#554b52,#0e090d,#bdb7b9
#c9dae1,#090609,#5e5e68
#d6dadf,#161510,#84796c
#9ebed3,#1f5543,#c58041
#bb8e3e,#edc05b,#20170f
0,0,0
#553845,#050405,#c19e89
#fafaf9,#bfa99a,#4e3c30
#595959,#e3e3e3,#030303
#665e51,#2d3122,#b8c5c6
#c1cfe0,#35464f,#768fa5
#eadab4,#86643b,#170b0a
#d4bea3,#1e1916,#91535b
#7e7157,#c9c6b3,#251e1c
#272121,#f5e0c5,#df532b
#0c131e,#aec0c9,#384c61
#2e1a1c,#f4e9e3,#ca6643
#c67c47,#5d2112,#f6ddb5
#1c1612,#6d553e,#c4b799
#c1c2c3,#040404,#525253
#c9ccc8,#292823,#737069
#fbfbfa,#282c46,#ad9374
#816d76,#d8d4d6,#110e12
#3d3232,#94999e,#0f0a0a
#d2d9e0,#56647f,#14121d
#f1dec3,#5b361e,#bd7d4c
#d2be7b,#0b1307,#6e6e33
#eba083,#1b0b09,#bf3918
#3d2691,#080705,#b9a5a7
#ad8f6d,#120e0b,#65452a
#f8f7f8,#555f69,#040709
#c69e79,#1d1612,#74533b
#c06a5c,#e0d0d5,#502f25
#1b1514,#692c28,#b57759
#7d4942,#e8e5d2,#231118
#eef1f5,#927674,#182124
#afb7c1,#1a1b1c,#575a64
#331f1b,#ece0bb,#ae7748
#af856a,#dbd6cc,#49483a
#f0e0ce,#4c3429,#b29b8f
#160c13,#563938,#a5978f
#3e355f,#cec5d5,#ab666c
#b39990,#15192f,#403d58
#865125,#25100e,#e5c35b
#0e0a07,#985320,#debe93
0,0,0
#e2a49a,#483536,#b5666e
#18171d,#3b436f,#8592d2
#14122e,#86828a,#d4d8dd
#3a3d11,#cadf92,#92bd29
#333e59,#d9c3ab,#e4aa26
#050101,#7b3926,#dcd0c4
#9d4326,#2b201d,#cea76d
#cc3f2a,#c8c9d4,#304e9c
#f7eee9,#b89b89,#63332a
#9fb2d3,#1c1812,#d48139
#181511,#595141,#c0b799
#d2a28b,#faf9f8,#5b4d56
#1a798b,#9ed4da,#062e3e
#49539c,#241b3f,#cb9dad
#161611,#876d5d,#d1b6a1
#ebe3c7,#a48f68,#31231d
#a5794d,#e3dab3,#262127
#fbfbfa,#55443a,#abb5ac
#787166,#2a272b,#bdc1c1
#272c23,#8a8a79,#e7e5d7
#1b1a1a,#cbc446,#676561
#c94636,#21364e,#d0c0b6
#324d6f,#86adcf,#0a0910
#587367,#f1f5f3,#050a07
#786668,#c7cdd1,#1b1718
#443e43,#bed5e1,#b85147
#13100f,#846a60,#e7e7d9
0,0,0
#efa11e,#c1321c,#431410
#e5e6ea,#714a5a,#6085cb
#f5f3ed,#ac9597,#6a414f
#6f7686,#c1b3b0,#48363f
#fcee05,#b74748,#36280d
#5f5f6d,#d7dbdb,#141e27
#eaebe7,#4e402e,#96947c
#6a402b,#ada6ad,#e4e4df
#201b17,#ece4d5,#8e7a62
#777777,#2b2a2a,#cf1d1d
#e6d8d6,#1c0404,#ad1f23
#b39e71,#162a3e,#5f594a
#9b6f40,#2e1214,#d8c087
#e2e4ec,#959fa5,#56402e
#b65728,#f8f6f5,#4b100a
#444342,#151414,#a2a7a5
#5a4d37,#d1a07f,#f7dbda
#f8f8f8,#242322,#898683
#201b17,#ece4d5,#8e7a62
#38343f,#020304,#ae8c80
#8e6d35,#d1a153,#f7ecb2
#3d1d18,#dbe6e3,#bc9a7c
#f7f6f5,#4b4537,#ae8c74
#22252b,#afa9a4,#625b5d
#cc8b45,#e9bc63,#2c0d0f
#a46451,#3a1925,#eae3e3
#4c2a24,#c4885e,#fbfaf5
#d3a994,#87564b,#371619
#606684,#31282b,#c8c0c0
#131114,#675b6a,#d8d3db
#57504d,#cdc9c4,#020101
#1c2d2f,#405c64,#82979c
#9d8d56,#45402f,#6e623c
#c2af53,#1f1614,#664a17
#f0e3d5,#a17249,#e0be94
#4c364d,#0d0a0b,#de9132
#091315,#a1bfce,#326675
#2a2722,#47423c,#867d75
#e6ebe9,#a1bbc3,#5b3e30
#cddbea,#75717f,#99a3b5
#201f1e,#6a5a54,#b5b5ac
#97cdd9,#ac6e4b,#d8ece7
#bf5848,#483d46,#141211
#b6713c,#f5e7b7,#1f110f
#422b20,#bf9576,#f3ede9
#dcb4a0,#83504a,#fbf5f0
#5d655c,#212320,#b3b8af
#d8c0a2,#191316,#92735e
#8c202c,#ae8690,#faf7f6
#4a483f,#c9b294,#f6f2ec
#595751,#1f211b,#bbb4a8
#2b593a,#afcbdd,#d52f7a
#c57e3f,#0b0a09,#f1e38d
#e6c070,#1f1212,#b83a1e
#1f1c1c,#978482,#f4f4f3
#e0f2f1,#78a6bb,#0e0d0e
#5a6e59,#1c1d13,#c99b76
#f2f4f5,#7e8290,#121214
#583e2c,#180a09,#bbb183
#cbb281,#2971ae,#2b4428
#acaca8,#2a2934,#62546a
#484c46,#b68875,#f6f0eb
#d3dacd,#b79b64,#6e4539
0,0,0
#475057,#c3ad9c,#6c7a80
#f6f6f6,#8a898b,#101116
#baae7d,#0e100f,#395785
#ba9870,#0c0b08,#56442d
#7b512a,#0f110f,#f0b76d
#3b2c4b,#81b2d2,#da7134
#ac7080,#301d32,#e4f0f6
#16171b,#568096,#e0d6be
#e7ddc2,#a7765f,#1a1616
#31111a,#d48327,#832d57
#fcf5f8,#312522,#d596b0
#ebe0c7,#42452d,#bb9e62
#68291e,#e4d9be,#ad9878
#cab394,#262e4a,#74696a
#f7f6f5,#af9588,#a21621
#6c5f69,#15141b,#dbdfe7
#a2745e,#161112,#f4ece4
#c4742c,#f7da8a,#181006
#fef5de,#050201,#c77c36
#192e1c,#e8ead5,#ba884b
#9a845a,#dfd9c6,#281003
#94a4a4,#140f0c,#984244
#c6876d,#5f2624,#e9ebec
#f0f2f1,#503733,#b69382
#554134,#aa9d8e,#f0f1eb
#a5544c,#89a4ba,#272a36
#f5c92f,#c26231,#623042
#cd813a,#e1b079,#a04712
#f7a31b,#322213,#9b6426
#886954,#d9d1c5,#7695c4
#101010,#bcbcbc,#5b5b5a
#68533a,#f4eee3,#cbb191
#846860,#cfc3a9,#21141d
#a5aeb9,#27282a,#636d75
#3d2918,#8e7050,#d3bd9d
#c0aea5,#694644,#2f1f28
#bda48f,#1e140e,#5d5347
#4a5878,#cfc5b7,#171a25
#c4bfb9,#4c4948,#ecece9
#ab9b8c,#41352c,#090806
#7b3926,#050101,#dcd0c4
#533733,#9f6f58,#ccae90
#5a3e31,#9f866e,#d5d6d5
#ded3cd,#6f5751,#b5aca5
#272239,#d0c9c7,#70607a
#ccc6ae,#b3a98e,#312523
0,0,0
#97856e,#090603,#413422
#a89c86,#191617,#604a49
0,0,0
#eaebeb,#110f11,#84605a
#574e5d,#faf9f9,#beab87
#f9f9f9,#c09f88,#432829
#a49c98,#3d3d3e,#101113
#31609a,#c2d2e1,#091c58
#150d0e,#b2a6ab,#583a40
#f3f0ee,#8b4747,#040202
#bcb9ba,#52585e,#080b0d
#f4f1f1,#c44233,#4b425a
#67716f,#cfbda8,#26240d
#313628,#777251,#d3ccc8
#bab17f,#3f5d69,#080c0e
#74745e,#a8afa6,#353426
#938486,#321e28,#f6f6f6
#5c78ad,#4c2d27,#c6abba
#72524f,#f5eee0,#cfb495
#493f39,#0f0f0d,#b49c8c
#cbdbe4,#a28538,#4d3a12
#9e9e9e,#060505,#4a3635
0,0,0
#5e5542,#15130b,#b1ab9a
#1a140d,#63553a,#bdb091
#f6ede7,#454049,#c88a60
#77725f,#191918,#fadb7e
#70745c,#daddca,#101313
#624d43,#f0eae5,#e0ad7c
#18181f,#c3d2e5,#9a8585
#560606,#dabab8,#b40202
#1d2e26,#bccccf,#5a7376
#b99a7d,#eedcc0,#593e31
#211b16,#fbfaf9,#8f7a65
#d1b7ad,#e58916,#1a0f13
#65a9cb,#1b1c3e,#324c8f
#8b2914,#de9e1d,#0e0708
#282727,#8d786d,#daba96
#25171a,#f7f7f7,#a6a2a3
#f7f7f8,#a09094,#4a3a31
#c1ac9e,#060406,#664d34
#b78b46,#130507,#8b0e12
#c06812,#301608,#ddbf61
#231f1a,#a39057,#ddd3b0
#752e0d,#c28031,#300a05
#535168,#0d1022,#9daac5
#6b5a4b,#f7f6f2,#d7cab5
#51483f,#0e0c0c,#ceb99f
#b7c1aa,#27758e,#161c19
#1f1615,#968a79,#f3f0df
#f2e4bb,#211d1e,#655c85
#70563f,#312f25,#b99d80
#272424,#bc2626,#a4a3a3
#2f1217,#9b3925,#eed4a3
#d4d2cd,#a19c98,#65504b
0,0,0
#edeeee,#5f6161,#040404
#9e9da1,#bf8439,#333032
#faf4f1,#6a4b41,#d29c8b
#b2d3e5,#96864c,#374431
#0e0c0e,#d9c9c9,#745057
#bb5626,#75716f,#211715
#2d242e,#0a080c,#8d7d81
#e0cdba,#314476,#8e94a8
#cdc38c,#0b0905,#5f4a27
#282525,#9f615d,#f2e7d9
#ebe6d7,#a86629,#0b0704
0,0,0
#9b9080,#060806,#3f3c39
#17a1d0,#b9bbb0,#7f1147
#aa909c,#5d4267,#362529
#0d0b0d,#d2d1d3,#6c676d
#2a1825,#d4774a,#f2ccc5
#415e4e,#c6d2c8,#a6895d
#948887,#e8e2e0,#3b3533
#e0af5d,#9f3c26,#ece0c8
#3272a6,#070606,#d5dfe7
#86511e,#bd9e46,#d7cca1
#f7f0df,#ccac6f,#4d3727
#181312,#987242,#cfcdca
#fdfcfc,#5b534c,#0d0a09
#bb9f8e,#685656,#e3e1e6
#cfe1e2,#174d55,#ab7966
#46352b,#b59a91,#e9edee
#ddc7ac,#352927,#7e5446
#9a9442,#2d2810,#7bcceb
#c4c3b6,#73667d,#191d1d
#889193,#d1cebe,#5e4c44
#ceb09f,#fbfbfb,#4d404a
#314d63,#f6f1f1,#8197c0
#636848,#d4d5ca,#939795
#6b615b,#c0b8b3,#fcfbfb
#504e65,#0a090b,#bbb1ad
#bfaf9b,#321d10,#de2029
#bc8751,#c9d4d7,#2a221e
#f9f8f7,#7da4c6,#31458f
#bcc08a,#182924,#547b63
#eed0a5,#080b11,#a76854
#f2e6df,#8a7f77,#19181a
#07060a,#eceac0,#304662
#c8c3b0,#29221d,#716151
#110d0b,#f6f5f4,#818281
#6c6b71,#f0f2f2,#b1b7bc
#392c3c,#cfcadb,#7d7fa2
#aea056,#553927,#d5e6ef
#140a08,#584740,#968586
#f9f7f9,#9e8a97,#663035
#9a754d,#413628,#e2d9c4
#17120e,#705932,#b9914a
0,0,0
#a66f5f,#e1d1cd,#0f0e0e
#decc9d,#5a1108,#ae814c
#403d3b,#906d5c,#e2dcd6
#c0d1d5,#17110d,#857573
#ada491,#171918,#4d4e44
#c1c4bd,#686e6a,#1e1918
#21668f,#afb6bc,#2e3640
#3b757d,#0d1a1e,#b9dfe2
#291f17,#937059,#dbccc5
#9d5752,#0a1325,#eae3de
#e2cfd0,#9f6e69,#44201c
#7e5a48,#16110f,#dac4ae
#a73d28,#e4b38a,#2d1611
#85bedd,#4c3d34,#b58356
#475f71,#201e21,#969ea5
#d1cda2,#947d40,#442e22
#a099a0,#eceae7,#403f3c
#cb1d21,#8a776b,#15110f
#8f4b37,#472828,#caae89
#421f1a,#b2bde2,#b5796b
#2a2a2a,#958977,#faf9f9
#c9ccc0,#77754e,#0c0e0b
#183144,#e3e5e6,#788d97
#bcbcb7,#303133,#777574
#24120d,#8a3931,#bf8160
#ae8f76,#ebe3c1,#34302e
#917ddf,#946c2b,#0c070b
#0d0c13,#c70729,#b6adc7
#231b23,#dd4771,#e6e4e3
#d4d2cf,#83736e,#0d4b4d
#34452e,#b78844,#e8c990
#554d38,#a39259,#e6c67e
#d7c6ba,#aa5f4e,#090706
#6e82ae,#75372c,#e7f1f4
#1a0b07,#c7bcac,#77503e
#0c0b08,#454430,#c2c3a2
#794b46,#79b5ca,#090d11
#794643,#040202,#eaac55
#f7f7f6,#593e37,#7e8f98
#898c89,#070a07,#f0f1f0
#211b21,#b36f68,#653d3e
#d6beab,#886e4b,#1b1718
#24221e,#a7a296,#fcfcfc
#daeaea,#8098a5,#293642
0,0,0
#122232,#675f5a,#c2b295
#d1bb6b,#215f99,#1e3966
#181814,#7f7268,#c4e4e8
#d78250,#fafaf8,#533028
0,0,0
#241e20,#cac0b0,#584b47
#24392e,#7c928a,#0e140e
#c28c69,#422d22,#f2e9e1
#070d09,#97a075,#3c5031
#1a1413,#ece7dc,#8f6f5f
#a26652,#373330,#d9c5a5
#916f5b,#c5c8ca,#f4f5f6
#bcc9d8,#4177a3,#181332
#a87e46,#f2f0ee,#15150f
#a1aba1,#312a50,#bd3c46
#1b1518,#faf8f8,#b97c5a
#c7d0db,#4f6389,#101426
0,0,0
#fdfdfd,#514449,#c9c4c5
#57565d,#ede4d5,#ecb374
#b97646,#f4dc6c,#2d1a16
#b9986c,#1a2820,#f3ebd5
#443e31,#9e8d7b,#05100c
0,0,0
#ebc6af,#8a7c79,#283829
#a42808,#260702,#d1792b
#3970a4,#050d15,#d8e5f2
#877879,#c9c3c3,#41424e
#e6eaea,#2c221e,#ae967b
#d3d3cc,#492e31,#ad9880
#191816,#b9674a,#f8f7f6
#9caa54,#b7c5b7,#404432
#c24b49,#653738,#231a1e
#c95e29,#ead6b4,#231416
#bbd4d6,#280b03,#916637
#67473e,#0e0b0c,#c6a49b
#cfc096,#6a5430,#101109
#0b0906,#4b4333,#bda89c
#0f110e,#c2c8c5,#63554c
#93866e,#3f372a,#080c07
#b6807b,#49221a,#e7d2c6
#afa4a4,#982817,#2b1920
#2796d8,#843c36,#dfdcda
#eeebe0,#303229,#aba89e
#826f59,#29251d,#ddcaae
#292719,#c0e80c,#849619
#a83229,#37251f,#ef6543
#a6aaa9,#0e1015,#3e4d56
#030407,#e9e9e5,#4b4d56
#c0cecf,#111e31,#38818f
#58575b,#e8e8e8,#050709
#e2c9a5,#845742,#181613
#e4e0d2,#a19176,#4f4137
#c6c4c1,#1e1d21,#6a6d77
#eae7e9,#939299,#3a383c
#d6dde6,#667393,#2b1d2e
#634323,#c49a61,#090603
#282a3a,#d9dbeb,#6e769b
#735757,#221f26,#c7b288
#67878b,#3b341a,#d1d5c6
#d1cb9f,#7f9996,#263e4b
#a8afa9,#8d5026,#121a07
#4d3e35,#2f8898,#c3a98e
#b4acb3,#1573b6,#582e36
#a56f7a,#f6f5f5,#221a1a
#ecd5a6,#372c4b,#c24135
#d1d1bf,#925e42,#1d110c
#051c1b,#02666b,#0bb1b0
#bed9e4,#2f8f9d,#1b2c2e
#43323b,#dfdeea,#9e748a
#c42a29,#c7bfb8,#293130
#644955,#c8a996,#e9eae4
#e5be8b,#343532,#8c645b
#aa7269,#224c94,#e8d984
#814a45,#f0e1db,#0e0d17
#6d4e46,#131c23,#c29678
#807663,#ded7c6,#1d1d20
#5d3a3a,#aa9090,#070606
#1c1d20,#acbcb7,#455365
#af794a,#33322a,#c4c09b
#0b5fab,#091931,#27a3d7
#908cb6,#ba8028,#403f82
#13120c,#726d4f,#dbd8c3
#565c90,#c8b5b0,#211b24
#324792,#3f2934,#c6b4aa
#a9c8dc,#393532,#628295
#f6efe9,#62607b,#df380f
#b58b88,#f5f3e3,#542d32
#c9c5cd,#a8795e,#4a3022
#717272,#dddad9,#191a1a
#e2af48,#120a05,#a55910
#c4681e,#1f0d06,#921105
#a48a7b,#cae3f3,#6e292c
#0b0706,#603c37,#d5c3ba
#1c1a29,#deca96,#64afbe
#18080c,#0493d1,#bbe2f1
#9a9191,#2b2829,#f2eeea
#d5917d,#f3ebe9,#4a2c2a
0,0,0
#f5f0ea,#291610,#b6957d
#271723,#efdbd5,#cb4542
#8c847d,#2a221c,#fbfbfb
#f8f8f8,#5a4e4c,#0b0b0c
#2a2311,#86821a,#b4be19
#9f4b44,#0d1216,#e5e4e4
#905c3e,#eee6e1,#250e0a
#1e181a,#6b94a6,#d6dad6
#23272b,#a8b4b8,#dde3e5
#09153b,#b0c0c5,#405a79
#af260d,#b3a19e,#dedddd
#dcbebc,#ce2f27,#1c0605
#1a1e21,#a8a49d,#434141
#e6e0c9,#344771,#a59c79
#80c9e9,#c44d2a,#cbe8f4
#aac2da,#0f1726,#40628c
#906a59,#ddcfc3,#291716
#947e4d,#191813,#dfcda2
0,0,0
#c4b8a3,#0f1014,#4a7b80
#141117,#b4a3aa,#625c80
#0f2336,#414b47,#8a7f61
#8f3122,#251518,#e59652
#886e57,#d7d0bf,#372320
#9d3c20,#be9c78,#f7f1b5
#421c17,#9a7a5c,#efb2b8
#9f8dbe,#c66d32,#552828
#ba8c7b,#ece7e4,#341f23
#edbb99,#5e1d1a,#b55b41
#7a3630,#b28173,#221113
#b0aca5,#212627,#ebe9e5
#876754,#9b080a,#35241b
#442837,#f5f5f6,#a08a94
0,0,0
#bdbec1,#656f73,#2a2f31
#221d0c,#efe9cd,#958c67
#654c86,#9f74cf,#040404
0,0,0
#f8f4f2,#ce795f,#2d1a1b
#ada095,#f0efee,#3f3833
#4d3b40,#525c7e,#c29a8d
#4f463f,#ecebdf,#b79c80
#2f201a,#84765f,#bbb39f
#894e33,#c8bb8f,#2a1e19
#8d5a62,#201827,#ceb9d1
#bfa097,#161614,#704b3f
0,0,0
#b8c9d3,#010101,#353031
#4a352e,#cc7a46,#f6e29d
#ead794,#74a9ad,#724028
0,0,0
#7999b9,#231a15,#b35a2f
#526570,#1a2b35,#7b8c95
#4d281e,#fcead6,#d98369
#cbd7c4,#4b403a,#2790d7
#caa05e,#92c5de,#353737
#bc9783,#694841,#150b15
#51262a,#5c7db4,#babec4
#917b93,#efecf1,#33242a
#030d06,#39a07d,#0f5238
#080b0e,#4c5f72,#bbcad6
#c0ad8e,#694632,#efd63a
#0d0f0d,#6f7858,#a6c4d9
0,0,0
#bdc0b5,#041318,#3f5151
#6b80b9,#3a363d,#853826
#d4af95,#a95443,#3a1d22
#163945,#53788a,#a0a6bf
#1b1412,#72271c,#d55d32
#865251,#cbb8b9,#251325
#928749,#eac495,#33343d
#af8033,#ece3c3,#120906
#221a18,#c2b198,#6f594a
#4f3122,#aa8e79,#deb302
#b68352,#32200b,#f5f1ec
#7b3d34,#dfa990,#020101
#725740,#f8f8f7,#cab89e
#332013,#7c5c3f,#aea89b
#282c3a,#e8ebed,#908176
#8b8b8b,#141414,#efefef
#121316,#908e8d,#47473f
#97928d,#16090b,#e4e4e0
#d1aaa6,#704f4b,#090906
#2e0805,#8f573b,#c0b59d
#3e2236,#9a665d,#ede8e7
#463d2f,#f0f1d1,#ac8558
#f6f1ec,#1c2034,#be825a
#867355,#e5ceb9,#232d1e
#b77a3b,#191f0d,#5f4821
#aa4120,#2b1412,#eea45f
#10230e,#6f7246,#a6c2af
#181110,#a56340,#e6cca0
#f9f9f8,#6c564e,#bbb2a8
#c8ad8c,#3b1d1b,#915942
#1a181f,#d19b83,#775350
#180c09,#976047,#f5f0e6
#c4c8c3,#202d35,#667883
#40170c,#d46425,#e1d5c0
#944219,#91cd10,#9ac089
0,0,0
#4d2625,#fbfaf9,#a28a7a
0,0,0
#38251f,#d9a287,#fcfbfb
#704442,#e3b796,#849ce0
#b28295,#613e4e,#148dca
0,0,0
#15110c,#927143,#e4d8b6
#7e847d,#b4cfda,#17181c
#14140b,#cdc99f,#736a42
#ed3e4b,#5b516d,#bcc6dc
#0c0403,#933d22,#e8d9ae
#cebdaf,#3d312a,#cc1911
#ccccc4,#7a6c4a,#100f0d
#492e27,#d8c296,#455c99
#9c8d8a,#e8e5e5,#312a2b
#875743,#c3c8a3,#120e0c
#4d3a34,#b59e97,#f8f5f4
#c4af6f,#5e492f,#e7f1f5
#e4e8ec,#3b302b,#a9998b
#ae5527,#231e1d,#f2efef
#453f22,#dddfe0,#97947c
#a4bbc4,#626162,#ebf1f6
#0f0f0f,#625e4c,#c6c0b4
#532a1b,#d0d8de,#a18954
#120f0d,#ceaf89,#72543c
#6a7f9b,#d7d9df,#221a17
#483941,#cacbda,#9c6f7a
#a49a9b,#160504,#943230
0,0,0
#d4d5d1,#423f40,#989797
#faf9f8,#715b93,#e57e46
#2d131d,#d0bb7b,#b54915
#e3d5c0,#2d2f41,#897580
#948771,#4b3c34,#cfcec4
#412b28,#a1908d,#eeeceb
#796251,#c3b69d,#361415
#18171d,#5d5249,#d7d7c2
#95867a,#222a32,#f7f6f5
#9c4536,#d89f8d,#89c8f2
#71778c,#d7dde4,#1a2a39
#3a2522,#d1a864,#d0493a
#ede4cc,#8f7d48,#161b15
#9b899d,#514253,#1d1721
#a42d1d,#c6b9ba,#f0f0f3
#f2efe9,#4c7186,#0c0b11
#e7e4e4,#563530,#c86e70
#391c27,#b99889,#f6f6f4
#bb5b2b,#fbe3b1,#38160e
#f8f7f6,#7a1415,#c58881
#dbc8a1,#080503,#7a5531
#716566,#f5f5f5,#020102
#28191a,#764034,#be835f
#3e1f1e,#efece3,#95857a
#d9b252,#5e3221,#f5f0cb
#2fabd0,#655151,#bdd0cd
#261917,#b87655,#f8d542
#bfc2c4,#616971,#252a2d
#4b3c2f,#e0bb9c,#bc7c5f
#d58343,#211810,#f7ebce
#db9064,#783e2a,#100c09
#312b27,#010101,#948676
#211815,#905a2f,#d5bf88
#f6ca48,#db7e25,#4c1d08
#120a09,#b16e50,#e9d4b8
#ded3d1,#785252,#231d1f
#704237,#ebdfdf,#f7d606
#8b99b3,#545262,#191b1e
#262e3c,#beb6ae,#7c7877
#fbfbf7,#a39b98,#272722
#acb1c4,#483f54,#f5f5f8
0,0,0
#b3aea1,#4a96ce,#3d3c2d
#d5d7cb,#794f43,#cdad4b
#988061,#f4f1ec,#110d08
#101112,#877d6e,#e4e3e2
#aea4a3,#f6f6f6,#4e2c2b
0,0,0
#bc6352,#3e1d1b,#e7e5e5
#b6b1ae,#706564,#191619
#dad2d9,#3f2d2f,#91808a
#697075,#121512,#d3e1e1
#edd0c7,#803232,#ca7c6a
#cf7e4f,#bbb3b9,#3a2f27
#cac6b3,#3c3c39,#888f87
#140c0f,#945a4e,#d6cfd4
#322312,#b5874a,#e6e5cc
#eff6f2,#3b3e3d,#779096
#0e0404,#deab64,#884435
#b79448,#383329,#eddc8a
#39383c,#0a0710,#7e7d7f
#574b6c,#edeef2,#afaab1
#483b3a,#acabaa,#040304
#0d0908,#d4b28c,#8e3c32
#2f1913,#e5b992,#a3644c
#ab9985,#f1ecde,#2a231d
#dedae5,#988faa,#604757
#180b0e,#e3bb93,#7d5b55
#9f9d9e,#0a0c17,#3d465a
#150e11,#967760,#453833
#3d2936,#d38a61,#f9f5ee
#4d4f83,#060607,#72a0b4
#dbdce3,#5e526d,#111016
#373329,#e1e8e8,#7f85a0
#6699bd,#d09c6d,#46402d
#835d45,#b0979a,#35241f
#d2d0d6,#64b9e2,#5e4643
#f2e5d9,#b88163,#473733
#2b1d16,#70533e,#c8ab88
#c3936f,#442f24,#f4dbc5
0,0,0
#472c23,#180b0a,#aa8169
#010000,#bd4524,#4a1006
#ede5da,#81a5bc,#644e38
#f6e7d1,#d79d6a,#813b29
#baaf9e,#4e4234,#0d0806
#d46d41,#762f41,#211613
#b9a39a,#781f10,#e9e2e2
#c6c7c9,#655858,#110e0e
#106a8c,#b0dce8,#010406
#f6f2f1,#b4857b,#2e241d
#7d6868,#3b3a38,#d5d4cd
#897e72,#2e2723,#d9d5d1
#404142,#b88c62,#e3ddda
#2c3233,#05070b,#6d8582
#272224,#a9b2dd,#94735a
#cdaf69,#71552a,#19130a
#d3afac,#3981bd,#2b2a40
#732c37,#ba968d,#f7f2ec
#413131,#ba9070,#ea8f15
#af323e,#4b5968,#ddd5d3
#dfc366,#654f2f,#b68b3f
#727760,#211e1a,#e0ddd8
#0a0909,#334847,#afbca9
#1e1515,#413939,#000000
0,0,0
#52351f,#181009,#c5a47e
#dc6a1f,#302030,#e0d1c7
#f7f6f5,#95867a,#222a32
#55539e,#b7c5c6,#1b1c1d
#7e4136,#d8ad9e,#1e1420
#da8349,#8e493f,#eccba8
#8f391a,#edddd7,#c69471
#5d5c5c,#0c0b07,#bcbdac
#482d2f,#906066,#bcaebb
#20141a,#e9e7e0,#ba4d4b
#2b5197,#e1cba6,#1e111a
#f8f7f7,#8f8284,#272a36
#403232,#c26551,#eec9b4
#060508,#816562,#ebe3e2
#7e887c,#c6c9b2,#202925
#c65243,#ebd7b9,#1b1514
#645b56,#39322e,#1a1413
#060506,#d0bcaf,#7f3d3d
#7b3038,#d8c3b0,#1f0f15
#1a889a,#001627,#cbeff0
#ddb5a4,#a76956,#42221a
#969094,#281e26,#6f464d
#ece0d0,#a06f66,#383132
#3b3873,#160e16,#a9466c
#191313,#e5e1df,#866f5e
#041326,#316187,#6fafcb
#362625,#c58e72,#931c58
#502d0f,#9a6f3c,#d1be9d
#c3a188,#faf6f2,#713830
#261821,#3f74c5,#b05154
#df9232,#f6f0df,#583337
#795a5a,#211210,#f2b755
#6f3315,#0f0402,#e6b077
#79522c,#f1eccc,#e99c25
#c6ba9d,#844f34,#1c1819
#a59d8c,#423c3c,#d6d7d4
#e9e0d8,#1a7fb8,#3b342e
#211928,#e4c998,#a9573d
#312f31,#e0394c,#f0e9e8
#ede57a,#464342,#85817e
#040404,#74716e,#e7e6e4
#32833c,#d0d9c0,#d0af2e
#b2b5b4,#11140e,#6e675e
#050504,#9eaaa0,#474441
#0d0d0d,#9b8d76,#473a30
#62444e,#d29c76,#fafbf5
#ddc876,#f3f4f3,#843f2a
#93645d,#110e0e,#e6deef
